Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH
8AGQ,"VAPOR DIFFUSION, SITTING DROP",277.0,6.4,2.56,51.96,1 PART PROTEIN SOLUTION (30MM TRIS,51.96,8.0
8ASO,"VAPOR DIFFUSION, SITTING DROP",291.0,5.7,1.75,29.53,2 UL 40 MM SODIUM CACODYLATE,29.53,5.7
8BZ9,"VAPOR DIFFUSION, SITTING DROP",277.0,7.6,2.62,53.04,HEPES (,53.04,7.1
8CC3,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,1.98,38.01,"ZINC ACETATE
0.1 M SODIUM CACODYLATE",38.01,6.5
8E5H,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.18,43.68,PEG 3350,43.68,5.5
8E7U,"VAPOR DIFFUSION, HANGING DROP",277.0,8.1,2.24,45.1,PEG400 (10%-25%),45.1,8.1
8EVW,"VAPOR DIFFUSION, SITTING DROP",289.15,6.341265019949263,2.01,38.81,CITRIC ACID,38.81,5.0
8GEW,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.21,44.42,TRIS,44.42,7.5
8GOH,"VAPOR DIFFUSION, SITTING DROP",278.0,6.0,1.77,30.34,NA/K PHOSPHATE,30.34,6.2
8GOJ,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,1.78,30.72,PEG 200,30.72,6.5
8GPC,"VAPOR DIFFUSION, HANGING DROP",293.0,5.5,1.83,32.73,SUCCINATE,32.73,5.5
8GPD,"VAPOR DIFFUSION, HANGING DROP",293.0,5.5,1.82,32.43,SUCCINATE,32.43,5.5
8GPE,"VAPOR DIFFUSION, HANGING DROP",293.0,5.5,1.82,32.5,SUCCINATE,32.5,5.5
8KC6,"VAPOR DIFFUSION, SITTING DROP",289.15,6.751106168785165,2.44,49.64,POLYETHYLENE GLYCOL MONOMETHYL ETHER 550,49.64,6.751106168785165
8OSC,"VAPOR DIFFUSION, HANGING DROP",293.15,4.0,1.84,33.04,[40 MM SODIUM PROPIONATE,33.04,4.0
8P1T,VAPOR DIFFUSION,293.0,6.2,2.03,39.3,HEPES,39.3,8.0
8P1W,VAPOR DIFFUSION,293.0,7.5,2.04,39.69,HEPES,39.69,8.0
5SSS,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,2.12,42.05,IMADAZOLE (,42.05,5.4
5SST,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,2.12,41.88,IMADAZOLE (,41.88,5.4
5SSU,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,2.11,41.81,IMADAZOLE (,41.81,5.4
5SSV,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,2.12,41.95,IMADAZOLE (,41.95,5.4
5SSW,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,2.12,41.94,IMADAZOLE (,41.94,5.4
5SSX,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.03,39.52,PROTEIN IN 20MM TRIS/HCL,39.52,8.0
5SSY,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.04,39.63,PROTEIN IN 20MM TRIS/HCL,39.63,8.0
5SSZ,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.05,40.14,PROTEIN IN 20MM TRIS/HCL,40.14,8.0
7R5I,"VAPOR DIFFUSION, SITTING DROP",292.0,7.6,2.06,40.31,PEGSH,40.31,7.6
8AP3,"VAPOR DIFFUSION, SITTING DROP",293.0,7.6,2.08,40.8,TRIS,40.8,8.0
8AQG,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.21,44.24,DI-AMMONIUMHYDROGEN CITRATE,44.24,5.0
8AQP,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.17,43.38,DI-AMMONIUMHYDROGEN CITRATE,43.38,5.0
8ARU,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.03,39.38,7-8 MG/ML PROTEIN IN 20MM TRIS/HCL,39.38,8.0
8EJN,"VAPOR DIFFUSION, HANGING DROP",277.0,8.2,2.17,43.26,27-33% PEG 4000,43.26,8.2
8H4P,"VAPOR DIFFUSION, HANGING DROP",289.0,7.184384981886348,2.42,49.13,AMMONIUM SULFATE,49.13,7.184384981886348
8OMW,"VAPOR DIFFUSION, SITTING DROP",293.0,4.0,2.25,45.23,TRIS-HCL,45.23,7.5
8ORL,"VAPOR DIFFUSION, SITTING DROP",293.0,5.64,2.28,46.1,TRIS-HCL,46.1,7.5
8SK2,"VAPOR DIFFUSION, HANGING DROP",293.0,6.0,1.72,28.69,18 - 26% (W/V) POLY(ETHYLENE GLYCOL) 3350,28.69,6.0
8SKO,"VAPOR DIFFUSION, HANGING DROP",293.0,6.0,2.04,39.85,"ENZYME CONCENTRATED WITH 10MM L-CAPTOPRIL.
PRECIPITANT:  18 - 26% (W/V) POLY(ETHYLENE GLYCOL) 3350",39.85,6.0
8SKP,"VAPOR DIFFUSION, HANGING DROP",293.0,6.0,2.05,39.98,PROTEIN INCUBATED WITH 10 MM 1-HYDROXYPYRIDINE-2(1H)-THIONE-6-CARBOXYLIC ACID.  PRECIPITANT: 18 - 26% (W/V) POLY(ETHYLENE GLYCOL) 3350,39.98,6.0
7U8V,"VAPOR DIFFUSION, SITTING DROP",277.0,7.959999999999999,2.4,48.82,SODIUM MALONATE,48.82,6.0
8AE9,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.18,43.48,DI-AMMONIUMHYDROGEN CITRATE,43.48,5.0
8AED,"VAPOR DIFFUSION, SITTING DROP",293.0,6.922549853598109,2.04,39.56,TRISODIUM CITRATE,39.56,6.922549853598109
8AGP,MICROBATCH,291.0,6.999999999999999,2.09,41.12,MORPHEUS CRYSTALLISATION KIT CONDITION C1; 40% V/V PEG 500* MME; 20% W/V PEG 20000. THE CRYSTAL WAS INCUBATED WITH 1MM MIXTURE OF CIS (1R,41.12,6.999999999999999
8AH3,"VAPOR DIFFUSION, SITTING DROP",293.15,5.719719556400913,2.55,51.81,MOPS/HEPES,51.81,7.5
8ALX,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.03,39.4,SODIUM ACETATE TRIHYDRATE; 0.1 M SODIUM CACODYLATE,39.4,6.5
8ANC,"VAPOR DIFFUSION, HANGING DROP",277.0,7.5,2.62,53.03,HEPES/NAOH,53.03,7.5
8BN0,"VAPOR DIFFUSION, SITTING DROP",293.0,6.6,2.78,55.74,NA MALONATE,55.74,7.0
8G9Q,"VAPOR DIFFUSION, SITTING DROP",291.0,6.9,2.15,42.91,PEG 3350,42.91,6.9
8H1E,"VAPOR DIFFUSION, SITTING DROP",293.0,4.6,2.16,42.95,SODIUM ACETATE,42.95,4.6
8H1F,"VAPOR DIFFUSION, SITTING DROP",293.0,4.6,2.28,46.0,SODIUM ACETATE (,46.0,4.6
8H1G,"VAPOR DIFFUSION, SITTING DROP",293.0,4.6,2.29,46.4,SODIUM ACETATE (,46.4,4.6
8IC7,"VAPOR DIFFUSION, SITTING DROP",293.15,8.9,2.34,47.35,MGCL2,47.35,8.9
8OXK,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.3,46.46,CALCIUM ACETATE HYDRATE,46.46,6.05
8P8X,"VAPOR DIFFUSION, SITTING DROP",296.0,7.0,2.43,49.29,SODIUM ACETATE TRIHYDRATE,49.29,7.0
8PHY,"VAPOR DIFFUSION, HANGING DROP",293.15,5.908149515272489,1.83,32.94,W/V POLYETHYLENE GLYCOL 3,32.94,5.908149515272489
8PJM,"VAPOR DIFFUSION, HANGING DROP",293.0,6.26,1.81,31.91,MAGNESIUM FORMATE,31.91,6.26
8SDR,"VAPOR DIFFUSION, SITTING DROP",273.0,7.427002664463268,1.97,37.7,IMIDAZOLE,37.7,7.0
8SDT,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,1.97,37.45,IMIDAZOLE,37.45,7.0
8SDV,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,1.94,36.46,IMIDAZOLE,36.46,7.0
7YQS,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.07,40.51,PROTEIN SOLUTION : PROTEIN 24MG/ML,40.51,8.5
8G2R,"VAPOR DIFFUSION, SITTING DROP",293.0,6.0,2.2,44.21,SODIUM ACETATE,44.21,6.0
8G2T,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.18,43.53,HEPES,43.53,8.0
8HU5,"VAPOR DIFFUSION, HANGING DROP",293.15,6.0,2.11,41.69,V/V (+/-)-2-METHYL-2,41.69,6.0
8I50,"VAPOR DIFFUSION, HANGING DROP",293.15,6.075004538845934,2.54,51.63,V/V (+/-)-2-METHYL-2,51.63,6.075004538845934
8ORI,"VAPOR DIFFUSION, HANGING DROP",292.0,7.5,2.21,44.28,HEPES,44.28,7.5
8OSW,"VAPOR DIFFUSION, HANGING DROP",292.0,7.5,2.23,44.85,HEPES,44.85,7.5
8SOG,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.09,41.28,PROTEINASE K WAS DISSOLVED AT,41.28,7.5
8SOV,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.06,40.29,PROTEINASE K WAS DISSOLVED AT,40.29,7.5
8SPL,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.06,40.4,PROTEINASE K WAS DISSOLVED AT,40.4,7.5
8SQV,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.07,40.45,PROTEINASE K WAS DISSOLVED AT,40.45,7.5
8SVY,VAPOR DIFFUSION,285.0,7.5,2.25,45.47,PEG3350,45.47,7.5
8AN5,"VAPOR DIFFUSION, HANGING DROP",294.0,6.405195944483001,2.29,46.38,"SODIUM FLUORIDE
0.1 M BIS-TRIS PROPANE",46.38,6.5
8ANH,"EVAPORATION, RECRYSTALLIZATION",310.0,6.275444809680994,1.52,19.31,PEPTIDE WAS DISSOLVED IN 30% ACETONITRILE AT 0.2 MG/ML CONCENTRATION AND INCUBATED AT 310K,19.31,6.275444809680994
8ANI,"EVAPORATION, RECRYSTALLIZATION",293.0,6.779999999999999,1.54,20.38,PEPTIDE WAS DISSOLVED IN 10% ETHANOL AT 0.5 MG/ML CONCENTRATION,20.38,6.779999999999999
8ANK,"EVAPORATION, RECRYSTALLIZATION",310.0,6.053171992708893,1.45,15.46,EFIAWL WAS DISSOLVED IN 0.15 - 0.5 MG/ML CONCENTRATION IN A SOLUTION CONTAINING 30 % ACETONITRILE AND 0.1 % TFA AND INCUBATED AT 310K FOR SEVERAL WEEKS.,15.46,6.053171992708893
8ANN,"EVAPORATION, RECRYSTALLIZATION",310.0,5.887378895404238,1.5,18.02,LYOPHILIZED PEPTIDE WAS DISSOLVED IN 0.15 - 0.5 MG/ML CONCENTRATION IN A SOLUTION CONTAINING 30% ACETONITRILE AND 0.1 % TFA AND INCUBATED AT 310K FOR SEVERAL WEEKS.,18.02,5.887378895404238
8BX3,"VAPOR DIFFUSION, SITTING DROP",277.0,8.0,2.65,53.58,HEPES (,53.58,7.3
8BXI,"VAPOR DIFFUSION, SITTING DROP",277.0,8.3,2.66,53.74,HEPES (,53.74,7.1
8BYO,"VAPOR DIFFUSION, SITTING DROP",277.0,7.8,2.64,53.48,HEPES (,53.48,7.1
8BYZ,"VAPOR DIFFUSION, SITTING DROP",277.0,8.1,2.63,53.15,HEPES (,53.15,7.1
8BZ0,"VAPOR DIFFUSION, SITTING DROP",277.0,8.1,2.63,53.25,HEPES (,53.25,7.1
8BZA,"VAPOR DIFFUSION, SITTING DROP",277.0,8.0,2.63,53.28,HEPES (,53.28,7.1
8BZW,"VAPOR DIFFUSION, SITTING DROP",277.0,8.200000000000001,2.62,53.12,HEPES (,53.12,7.1
8C04,"VAPOR DIFFUSION, SITTING DROP",277.0,8.500000000000002,2.62,52.99,HEPES (,52.99,7.1
8C0K,"VAPOR DIFFUSION, SITTING DROP",277.0,8.2,2.66,53.76,HEPES (,53.76,7.1
8C4F,"VAPOR DIFFUSION, SITTING DROP",277.0,8.2,2.63,53.19,HEPES (,53.19,7.7
8C4G,"VAPOR DIFFUSION, SITTING DROP",277.0,8.5,2.64,53.46,HEPES (,53.46,7.7
8CRH,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.43,49.3,LITHIUM SULPHATE,49.3,8.5
8DTQ,"VAPOR DIFFUSION, SITTING DROP",298.0,4.5,2.33,47.14,SODIUM CHLORIDE,47.14,4.5
8E2Z,EVAPORATION,277.0,7.76,2.48,50.46,AMMONIUM ACETATE,50.46,7.76
8K4X,"VAPOR DIFFUSION, SITTING DROP",293.0,6.220000000000001,1.75,29.58,POTASSIUM CHLORIDE,29.58,6.220000000000001
8PFE,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.51,50.91,0.3 UL PROTEIN + 0.3 UL CRYSTALLIZATION SOLUTION (0.2 M AMMONIUM CITRATE,50.91,5.5
8S9M,"VAPOR DIFFUSION, SITTING DROP",292.0,6.500032907409488,2.08,40.79,POTASSIUM CITRATE TRIBASIC MONOHYDRATE,40.79,6.500032907409488
7G9N,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.18,43.64,NPS MIX (0.3 M SODIUM PHOSPHATE DIBASIC DIHYDRATE,43.64,6.5
7GA7,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.2,44.21,NPS MIX (0.3 M SODIUM PHOSPHATE DIBASIC DIHYDRATE,44.21,6.5
7YV1,"VAPOR DIFFUSION, SITTING DROP",293.0,6.92,2.51,50.96,2.0 %V/V TACSIMATE (,50.96,5.0
8AVR,"VAPOR DIFFUSION, SITTING DROP",292.0,4.6,2.93,58.04,A RACEMIC MIXTURE OF L-AUREOCIN A53 AND D-AUREOCIN A53 AT 40 MG/ML CONCENTRATION WAS MIXED 1:1 WITH 0.2 M AMMONIUM SULPHATE,58.04,4.6
8AVS,"VAPOR DIFFUSION, SITTING DROP",292.0,5.6,3.23,61.97,A RACEMIC MIXTURE OF L-AUREOCIN A53 AND D-AUREOCIN A53 AT 40 MG/ML CONCENTRATION WAS MIXED 1:1 WITH 0.2 M AMMONIUM ACETATE,61.97,5.6
8AVT,"VAPOR DIFFUSION, SITTING DROP",292.0,5.6,3.26,62.32,A RACEMIC MIXTURE OF L-AUREOCIN A53 AND D-AUREOCIN A53 AT 40 MG/ML CONCENTRATION WAS MIXED 1:1 WITH 0.2 M AMMONIUM ACETATE,62.32,5.6
8AVU,"VAPOR DIFFUSION, SITTING DROP",292.0,8.5,1.84,33.03,A RACEMIC MIXTURE OF L-AUREOCIN A53 AND D-AUREOCIN A53 AT 40 MG/ML CONCENTRATION WAS MIXED 1:1 WITH 0.7 M SODIUM CITRATE,33.03,8.5
8CMC,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,2.42,49.18,MES,49.18,7.0
8DA3,"VAPOR DIFFUSION, SITTING DROP",295.0,9.0,1.79,31.13,"AMMONIUM SULFATE
0.1 M BICINE",31.13,9.0
8DA5,"VAPOR DIFFUSION, SITTING DROP",295.0,8.5,2.04,39.58,AMMPO4,39.58,8.5
8DA7,"VAPOR DIFFUSION, SITTING DROP",295.0,8.5,1.79,31.42,AMMSO4,31.42,8.5
8DA8,"VAPOR DIFFUSION, SITTING DROP",295.0,7.0,1.52,19.22,"AMMONIUM SULFATE
100 MM HEPES",19.22,7.0
8DA9,"VAPOR DIFFUSION, SITTING DROP",295.0,7.0,1.6,23.18,"AMMONIUM SULFATE
0.1M HEPES",23.18,7.0
8DAB,"VAPOR DIFFUSION, SITTING DROP",295.0,8.2,1.97,37.53,AMM2HPO4,37.53,8.2
8DAC,"VAPOR DIFFUSION, SITTING DROP",295.0,8.2,1.53,19.62,AMMSO4,19.62,8.2
8DZV,"VAPOR DIFFUSION, HANGING DROP",293.15,6.5,2.13,42.21,MES,42.21,6.5
80000000000000,VAPOR DIFFUSION,298.0,5.6,2.54,51.49,AMMONIUM ACETATE,51.49,5.6
8E5Q,"VAPOR DIFFUSION, SITTING DROP",295.0,5.5,2.07,40.44,MOLECULAR DIMENSIONS MORPHEUS CONDITION 1-1: 30% PRECIPITANT MIX 1 (30% PEG 500 MME; 20% PEG 20000),40.44,5.5
8E5R,"VAPOR DIFFUSION, SITTING DROP",277.0,7.76,2.51,50.98,MCSG-3 CONDITION A1: 20% PEG 8000,50.98,7.76
8E8I,VAPOR DIFFUSION,298.0,5.8,2.53,51.36,AMMONIUM ACETATE,51.36,5.8
8EC5,EVAPORATION,298.0,5.8,2.47,50.26,AMMONIUM ACETATE,50.26,5.8
8P91,"VAPOR DIFFUSION, HANGING DROP",296.0,8.0,1.75,29.7,#23 OF JBSCREEN NUC-PRO 1 (JENA BIOSCIENCE) 15% PEG4000,29.7,8.0
8PDI,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.09,41.08,SODIUM NITRATE,41.08,6.5
8PIQ,"VAPOR DIFFUSION, HANGING DROP",298.0,6.34,2.38,48.36,IMIDAZOLE,48.36,6.9
8SU1,"VAPOR DIFFUSION, SITTING DROP",294.0,5.061478126555026,2.08,40.78,BIS-TRIS (,40.78,7.0
8SU2,"VAPOR DIFFUSION, SITTING DROP",294.0,6.0614446277908565,2.06,40.17,BIS-TRIS (,40.17,6.5
8SU3,"VAPOR DIFFUSION, SITTING DROP",294.0,5.220044794843275,2.06,40.34,BIS-TRIS (,40.34,6.6
8SU4,"VAPOR DIFFUSION, SITTING DROP",294.0,5.746120651469138,2.14,42.48,BIS-TRIS (,42.48,6.4
8SU5,"VAPOR DIFFUSION, SITTING DROP",294.0,5.736690518765841,2.16,42.93,BIS-TRIS (,42.93,6.3
8A7V,MICROBATCH,293.0,7.26,2.07,40.51,HEPES,40.51,8.0
8B2E,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,3.07,59.95,SODIUM ACETATE,59.95,6.5
8B2F,"VAPOR DIFFUSION, SITTING DROP",292.0,8.5,1.83,32.75,TRIGLYCINE ADDED TO THE PROTEIN PRIOR TO CRYSTALLISATION. MORPHEUS SCREEN,32.75,8.5
8COZ,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.43,49.34,LISO4,49.34,7.0
8DZL,"VAPOR DIFFUSION, SITTING DROP",298.0,5.5,2.04,40.78,WIZARD CRYO 2#30: 40% PEG 600,40.78,5.5
8FX3,"VAPOR DIFFUSION, HANGING DROP",291.0,8.0,2.09,41.22,LITHIUM SULFATE,41.22,8.0
8GUV,"VAPOR DIFFUSION, HANGING DROP",292.0,4.5,2.33,47.15,PEG 2KMME,47.15,4.5
8PFT,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.01,38.77,ETHYLENE GLYCOL,38.77,4.5
8PFU,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.04,38.75,ETHYLENE GLYCOL,38.75,4.5
8PFV,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.01,38.72,ETHYLENE GLYCOL,38.72,4.5
8PFW,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.01,38.72,ETHYLENE GLYCOL,38.72,4.5
8PFX,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.01,38.72,SODIUM FORMATE AND 0.1 M HEPES,38.72,7.5
8PFY,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.01,38.77,SODIUM FORMATE AND 0.1 M HEPES,38.77,7.5
7G82,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.51,51.07,TRIS,51.07,8.5
7G83,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.53,51.31,TRIS,51.31,8.5
7G8B,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.53,51.43,TRIS,51.43,8.5
7G8F,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.53,51.42,TRIS,51.42,8.5
7G8K,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.49,50.69,TRIS,50.69,8.5
7G8R,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.52,51.15,TRIS,51.15,8.5
7G8T,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.5,50.76,TRIS,50.76,8.5
7G8V,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.5,50.74,TRIS,50.74,8.5
7G94,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.49,50.65,TRIS,50.65,8.5
7Y8J,"VAPOR DIFFUSION, HANGING DROP",289.0,6.97086266615205,2.42,49.18,HEPES,49.18,7.5
7YM9,"VAPOR DIFFUSION, HANGING DROP",293.0,6.36,2.69,54.25,PEG3350,54.25,6.36
8AC7,"VAPOR DIFFUSION, SITTING DROP",293.0,6.68,2.41,49.01,SODIUM ACETATE,49.01,4.5
8B6E,"VAPOR DIFFUSION, SITTING DROP",285.0,4.294835606915468,1.56,21.34,SODIUM HEPES,21.34,7.5
8B7X,"VAPOR DIFFUSION, HANGING DROP",293.0,6.44,3.575,26.11,INDEX D3: 0.1M HEPES,26.11,6.44
8BAW,"VAPOR DIFFUSION, SITTING DROP",293.0,6.18,2.07,40.5,MORPHEUS A12: 12.5% PEG 1000,40.5,6.18
8BAX,"VAPOR DIFFUSION, SITTING DROP",293.0,7.44,2.0,38.36,MORPH C8: 12.5% PEG1K; 12.5% PEG 3350; 12.5% MPD; 0.03M EACH NPS (NANO3,38.36,7.44
8C9Y,"VAPOR DIFFUSION, SITTING DROP",293.0,7.140000000000001,2.49,51.0,TRI-SODIUM CITRATE,51.0,7.140000000000001
8C9Z,"VAPOR DIFFUSION, HANGING DROP",293.0,6.0,2.49,51.0,TRI-SODIUM CITRATE,51.0,6.0
8GQC,"VAPOR DIFFUSION, HANGING DROP",277.0,8.2,2.89,57.45,LITHIUM SULFATE MONOHYDRATE,57.45,8.2
8GZO,"VAPOR DIFFUSION, SITTING DROP",277.0,8.2,1.95,36.94,AMMONIUM ACETATE,36.94,8.2
8I61,MICROBATCH,293.0,5.5,2.01,38.83,BIS-TRIS,38.83,5.5
8I62,MICROBATCH,293.0,8.5,2.03,39.44,TRIS,39.44,8.5
8OOG,VAPOR DIFFUSION,293.0,8.0,2.13,42.2,PEG8000,42.2,8.0
8OSE,"VAPOR DIFFUSION, HANGING DROP",287.0,7.9,2.33,47.28,LITHIUM ACETATE DIHYDRATE,47.28,7.9
8OWF,"VAPOR DIFFUSION, SITTING DROP",287.0,7.727322888264575,2.34,47.4,PEGION A4: 0.2 M LITHIUM CHLORIDE,47.4,7.727322888264575
8OYE,"VAPOR DIFFUSION, SITTING DROP",287.0,7.553047292121191,2.35,47.75,PEGION A1: 0.2 M SODIUM FLUORIDE 20% W/V POLYETHYLENE GLYCOL 3,47.75,7.553047292121191
8PC3,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.18,43.67,PEG3350,43.67,5.5
8PC8,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.21,44.46,PEG3350,44.46,5.5
8PCX,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.23,44.86,PEG3350,44.86,5.5
8PDT,"VAPOR DIFFUSION, SITTING DROP",293.0,6.779999999999999,2.18,43.45,PEG3350,43.45,6.779999999999999
8PED,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.2,44.04,PEG3350,44.04,5.5
8ST7,"VAPOR DIFFUSION, HANGING DROP",295.0,7.313948685959186,2.16,42.89,PEG 2K MME,42.89,7.313948685959186
8TE6,"VAPOR DIFFUSION, HANGING DROP",293.0,7.6,1.75,29.54,SODIUM ACETATE (,29.54,6.5
7QLI,BATCH MODE,293.0,6.953549456482611,2.22,44.52,LITHIUM SULFATE 0.1 M TRIS-CL,44.52,8.5
7QLK,BATCH MODE,295.0,8.4,2.25,45.33,LITHIUM SULFATE,45.33,8.4
7QLL,BATCH MODE,293.0,8.4,2.22,44.65,LITHIUM SULFATE 0.1 M TRIS-CL,44.65,8.5
7RAX,EVAPORATION,277.15,6.808689709052628,2.2,44.06,HEPES,44.06,7.5
7TAL,"VAPOR DIFFUSION, SITTING DROP",293.0,7.699999999999999,1.98,37.98,LITHIUM SULPHATE,37.98,7.699999999999999
7Y37,"VAPOR DIFFUSION, HANGING DROP",289.0,6.253094096857964,1.85,33.48,AMMONIUM CITRATE DIBASIC,33.48,6.253094096857964
7Y5I,"VAPOR DIFFUSION, HANGING DROP",293.0,5.5,2.79,55.88,AMMONIUM ACETATE,55.88,5.5
8A4N,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.18,43.51,DI-AMMONIUMHYDROGEN CITRATE,43.51,5.0
8A4W,"VAPOR DIFFUSION, SITTING DROP",293.0,4.0,2.16,42.99,MATURE CATHEPSIN L AT A CONCENTRATION OF 7 MG/ML WAS EQUILIBRATED AGAINST 27% W/V PEG 8000,42.99,4.0
8A50,"VAPOR DIFFUSION, SITTING DROP",277.0,7.8999999999999995,2.73,54.93,"LICL
0.1 M SODIUM ACETATE TRIHYDRATE",54.93,5.0
8CF6,VAPOR DIFFUSION,293.15,6.473316732062149,2.84,57.0,"PEG3350
0.1 M BIS-TRIS",57.0,5.5
8CF7,VAPOR DIFFUSION,293.15,7.799999999999998,2.62,54.0,"PEG3350
0.1 M BIS-TRIS",54.0,5.5
8CR3,"VAPOR DIFFUSION, SITTING DROP",291.0,6.640000000000001,2.3480000000000003,47.272000000000006,MAGNESIUM FORMATE,47.272000000000006,6.640000000000001
8CR4,"VAPOR DIFFUSION, SITTING DROP",291.0,6.640000000000001,2.3480000000000003,47.272000000000006,POTASSIUM CHLORIDE,47.272000000000006,6.640000000000001
8DHJ,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.19,43.83,HEPES,43.83,7.5
8E3K,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.52,51.23,PEG 3350,51.23,4.6
8E3R,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.52,51.1,PEG 3350,51.1,4.6
8E4H,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.34,47.4,PEG 3350,47.4,4.6
8E5Y,"VAPOR DIFFUSION, HANGING DROP",293.0,5.4,2.53,51.4,BIS-TRIS,51.4,5.4
8EBH,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.54,51.5,PEG 3350,51.5,4.6
8EE9,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.34,47.45,PEG 3350,47.45,4.6
8EJ6,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.34,47.48,SODIUM ACETATE,47.48,4.6
8EJ8,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.34,47.34,SODIUM ACETATE,47.34,4.6
8EK3,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.54,51.62,SODIUM ACETATE,51.62,4.6
8EKZ,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.35,47.7,SODIUM ACETATE,47.7,4.6
8ENG,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.34,47.41,SODIUM ACETATE,47.41,4.6
8EO1,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.51,50.97,SODIUM ACETATE,50.97,4.6
8EO4,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.47,50.21,SODIUM ACETATE,50.21,4.6
8EQG,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.34,47.42,SODIUM ACETATE,47.42,4.6
8EQK,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.35,47.57,SODIUM ACETATE,47.57,4.6
8FQN,"VAPOR DIFFUSION, HANGING DROP",298.0,5.0,2.29,46.27,ADC-33 (3.5 MG/ML) IN 25% W/V POLYETHYLENE GLYCOL (PEG) 1500,46.27,5.0
